Recording	Participant	TOI	Interval	Media	AOI	Word_index	First-pass_duration	Total_duration_of_fixations
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	acabat	8	200	793
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	d'estrenar.	9	180	640
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	del	6	143	303
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	des	5	0	334
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	dron	7	0	457
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	el	3	0	150
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	nen	4	210	423
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	Van	1	0	0
Recording2	Participant1	ctrpp111_cat	1	ctrpp111_cat	veure	2	0	427
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	buscat	2	0	0
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	el	3	0	0
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	el	7	0	117
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	el	11		
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	fent	5	0	18
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	gos	4	0	137
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	Han	1	0	0
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	menjar	8	0	377
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	per	9	137	280
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	poble.	12		
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	servir	6	0	197
Recording2	Participant1	ctrpp112_cat	1	ctrpp112_cat	tot	10	147	300
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	en	4	0	363
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	en	7	0	463
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	Jordi	5	127	896
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	L'Èlia	1	0	0
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	passadís.	10	177	313
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	pel	9	0	703
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	pijama	8	220	220
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	trobar-se	3	207	1037
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	va	2	0	200
Recording2	Participant1	ctrpp113_cat	1	ctrpp113_cat	vestit	6	280	900
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	amic	8	180	527
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	al	13	0	177
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	barri.	14	140	140
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	buscava	5	0	813
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	cotxe	11	0	247
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	del	3	0	353
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	el	6	0	243
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	El	1	0	0
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	fill	2	0	200
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	mitjançant	9	143	865
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	nou	12	163	327
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	seu	7	0	0
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	un	10	143	143
Recording2	Participant1	ctrpp114_cat	1	ctrpp114_cat	veí	4	0	637
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	compartiré	2	245	245
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	de	5	0	0
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	de	8	0	0
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	foto	4	190	190
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	la	3	0	0
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	la	6	0	280
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	la	9	273	273
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	Laia	7	223	223
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	No	1	0	0
Recording2	Participant1	ctrpp115_cat	1	ctrpp115_cat	uni.	10		
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	càmera	7	0	847
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	de	5	0	173
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	durant	9	330	643
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	fotografiar	2	0	1793
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	la	3	0	180
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	noia	4	226	1173
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	la	6	187	187
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	la	10	230	230
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	nova	8	173	343
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	sessió.	11	97	97
Recording2	Participant1	ctrpp116_cat	1	ctrpp116_cat	Vaig	1	0	443
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	al	12		
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	barra	9	180	313
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	cotxe	6	323	997
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	de	10	0	0
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	el	5	0	150
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	Els	1	0	0
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	empènyer	4	0	232
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	ferro	11	203	363
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	garatge.	13		
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	la	8	0	0
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	tècnics	2	0	0
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	utilitzant	7	170	647
Recording2	Participant1	ctrpp117_cat	1	ctrpp117_cat	van	3	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	al	12	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	detectiu	2	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	duia	8	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	el	9	160	160
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	El	1	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	la	5	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	paraigües	10	527	527
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	que	7	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	seguir	4	0	193
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	sospitosa	6	208	522
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	va	3	0	0
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	vermell	11	203	350
Recording2	Participant1	ctrpp118_cat	1	ctrpp118_cat	vespre.	13	180	180
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	aquell	11	117	377
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	el	5	0	423
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	El	1	0	0
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	fotògraf	2	0	130
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	la	9	0	0
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	matí.	12		
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	motxilla	10	147	547
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	portava	8	210	1110
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	que	7	0	0
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	retratar	4	137	1223
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	turista	6	237	943
Recording2	Participant1	ctrpp119_cat	1	ctrpp119_cat	va	3	0	353
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	a	12	0	0
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	aturar	5	0	396
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	de	2	130	130
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	de	8	0	0
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	duanes	3	167	167
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	el	6	0	0
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	l'aeroport.	13	173	173
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	L'agent	1	0	180
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	la	9	157	157
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	maleta	10	0	187
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	passatger	7	0	267
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	trencada	11	173	403
Recording2	Participant1	ctrpp120_cat	1	ctrpp120_cat	va	4	0	0
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	a	12	0	0
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	de	9	0	140
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	del	5	120	303
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	des	8	0	333
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	fotografiat	2	0	1110
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	He	1	0	0
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	la	3	0	143
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	la	10	137	473
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	la	13	0	470
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	muntanya	11	187	627
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	noia	4	0	577
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	tarda.	14	137	137
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	vermell	7	140	140
Recording2	Participant1	ctrpp121_cat	1	ctrpp121_cat	vestit	6	257	800
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	actor	5	0	0
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	ahir.	14		
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	de	6	0	140
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	de	9	0	0
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	cinema	13	353	353
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	del	12	143	143
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	des	8	0	0
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	el	3	0	0
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	famós	4	0	147
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	la	10	0	143
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	porta	11	198	198
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	teatre	7	0	343
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	Vam	1	0	0
Recording2	Participant1	ctrpp122_cat	1	ctrpp122_cat	veure	2	0	0
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	El	1	0	0
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	fotògraf	2	0	200
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	capturar	4	0	337
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	amagats	9	243	723
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	arbustos	12	213	573
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	dels	7	0	150
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	entre	10	0	0
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	els	11	0	0
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	durant	13	253	665
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	imatge	6	200	437
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	l'excursió.	14	177	410
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	la	5	0	0
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	ocells	8	297	297
Recording2	Participant1	ctrpp123_cat	1	ctrpp123_cat	va	3	0	0
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	abans	14	240	240
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	biblioteca	9	173	490
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	columna	13	0	500
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	de	7	0	200
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	de	11	0	297
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	de	15	200	363
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	des	10	0	0
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	El	1	0	0
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	jove	2	0	223
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	la	5	0	143
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	la	8	0	0
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	la	12	183	183
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	marxar.	16	157	157
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	noia	6	197	344
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	saludar	4	143	847
Recording2	Participant1	ctrpp124_cat	1	ctrpp124_cat	va	3	0	150
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	al	12	190	190
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	avis	2	0	227
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	el	5	0	0
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	Els	1	0	0
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	era	9	137	137
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	l'om	11	163	163
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	nét	6	177	177
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	observar	4	160	292
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	parc.	13		
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	petit	7	0	0
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	que	8	163	163
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	sota	10	0	0
Recording2	Participant1	ctrpp125_cat	1	ctrpp125_cat	van	3	257	257
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	a	7	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	del	3	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	Els	1	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	germans	2	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	Girona	8	170	583
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	ha	9	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	llibre.	12	193	193
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	professor	4	399	1476
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	publicat	10	160	397
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	que	5	0	167
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	un	11	0	0
Recording2	Participant1	ctrrc126_cat	1	ctrrc126_cat	viu	6	187	1300
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	de	3	0	437
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	ha	11	0	0
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	La	1	0	0
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	les	4	0	723
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	mare	2	0	797
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	nenes	5	205	921
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	porten	7	0	1010
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	que	6	177	450
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	saludat.	12	277	573
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	taronja	10	283	1110
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	un	8	153	327
Recording2	Participant1	ctrrc127_cat	1	ctrrc127_cat	vestit	9	150	559
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	de	3	0	0
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	la	4	0	157
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	Les	1	0	0
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	minyones	2	0	1037
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	ploraven	7	377	993
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	que	6	0	197
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	sortir.	9	153	153
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	van	8	0	456
Recording2	Participant1	ctrrc128_cat	1	ctrrc128_cat	vídua	5	130	947
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	abandonar	10	443	857
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	amb	7	0	157
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	corredors	4	0	837
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	dels	3	0	313
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	discutia	6	184	584
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	El	1	0	0
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	l’entrenador	8	310	480
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	la	11	123	123
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	pista.	12	100	100
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	que	5	0	26
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	representant	2	0	877
Recording2	Participant1	ctrrc129_cat	1	ctrrc129_cat	va	9	0	0
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	antics	9	0	273
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	barri.	15	153	297
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	dels	3	0	317
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	del	14	0	0
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	El	1	0	0
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	els	7	0	0
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	edificis	8	147	563
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	explicar	11	183	403
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	guia	2	0	657
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	història	13	263	1243
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	la	12	0	140
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	observaven	6	187	900
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	que	5	0	0
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	va	10	143	313
Recording2	Participant1	ctrrc130_cat	1	ctrrc130_cat	viatgers	4	0	693
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	a	8	0	200
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	a	12	0	0
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	començat	11	163	403
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	de	3	0	0
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	Els	1	0	0
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	estudiar	13	220	467
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	han	10	0	0
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	la	4	0	107
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	Londres	9	130	130
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	medicina.	14	103	103
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	nebots	2	0	213
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	professora	5	374	530
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	que	6	0	0
Recording2	Participant1	ctrrc131_cat	1	ctrrc131_cat	viu	7	177	389
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	aquella	10	153	153
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	botiga	11	140	140
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	de	3	0	153
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	demà.	13		
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	El	1	0	0
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	en	9	167	167
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	és	7	0	0
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	la	4	0	0
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	noia	5	0	140
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	pare	2	0	153
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	que	6	197	197
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	treballador	8	157	425
Recording2	Participant1	ctrrc132_cat	1	ctrrc132_cat	vindrà	12	270	270
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	al	11	200	200
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	arribat	9	213	213
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	del	5	194	194
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	germanes	4	0	650
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	havien	8	163	163
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	les	3	0	0
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	museu.	12		
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	pintor	6	140	317
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	que	7	0	0
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	saludar	2	0	0
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	tard	10	0	0
Recording2	Participant1	ctrrc133_cat	1	ctrrc133_cat	Vam	1	0	0
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	comprar	2	0	570
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	del	6	0	0
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	els	4	0	0
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	llibres	5	249	717
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	professor	7	140	297
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	que	8	0	0
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	recomanava	9	540	540
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	tots	3	0	140
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	tothom.	10		
Recording2	Participant1	ctrrc134_cat	1	ctrrc134_cat	Van	1	0	0
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	Vam	1	0	220
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	haver	2	0	273
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	de	3	0	0
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	cosir	4	0	790
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	butxaques	6	0	603
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	de	7	0	163
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	disfressa	9	198	1048
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	era	11	147	147
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	amb	13	0	127
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	la	8	0	0
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	les	5	0	65
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	que	10	0	0
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	urgència	14	207	303
Recording2	Participant1	ctrrc135_cat	1	ctrrc135_cat (1)	vermella	12	150	453
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	comentaris	5	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	del	6	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	els	4	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	Finalment	1	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	generat	10		
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	havien	9	153	153
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	llegir	3	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	polèmica	11		
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	que	8	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	recentment.	12		
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	vam	2	0	0
Recording2	Participant1	ctrrc136_cat	1	ctrrc136_cat	vídeo	7	300	300
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	aquell	13	200	200
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	de	5	0	0
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	declaracions	4	0	290
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	dona	7	167	317
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	en	12	0	0
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	escoltar	2	0	243
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	fiable	11	343	343
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	la	6	203	203
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	les	3	0	0
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	moment.	14		
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	poc	10	0	0
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	que	8	0	0
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	semblava	9	210	210
Recording2	Participant1	ctrrc137_cat	1	ctrrc137_cat	Van	1	0	0
Recording2	Participant1	ctrrc138_cat	1	ctrrc138_cat	agents	13	190	320
